,close,Search Trends,DayOfWeek
2020-04-05 18:00:00,,53.0,14
2020-04-05 19:00:00,,58.0,14
2020-04-05 20:00:00,,62.0,14
2020-04-05 21:00:00,,69.0,14
2020-04-05 22:00:00,,83.0,14
2020-04-05 23:00:00,,90.0,14
2020-04-06 00:00:00,,86.0,15
2020-04-06 01:00:00,,81.0,15
2020-04-06 02:00:00,,78.0,15
2020-04-06 03:00:00,,67.0,15
2020-04-06 04:00:00,,56.0,15
2020-04-06 05:00:00,,38.0,15
2020-04-06 06:00:00,,21.0,15
2020-04-06 07:00:00,,13.0,15
2020-04-06 08:00:00,,9.0,15
2020-04-06 09:00:00,488.0,7.0,15
2020-04-06 10:00:00,504.42,9.0,15
2020-04-06 11:00:00,495.87,17.0,15
2020-04-06 12:00:00,503.12,27.0,15
2020-04-06 13:00:00,505.335,36.0,15
2020-04-06 14:00:00,501.6,47.0,15
2020-04-06 15:00:00,506.12,53.0,15
2020-04-06 16:00:00,,56.0,15
2020-04-06 17:00:00,,59.0,15
2020-04-06 18:00:00,,62.0,15
2020-04-06 19:00:00,,66.0,15
2020-04-06 20:00:00,,69.0,15
2020-04-06 21:00:00,,81.0,15
2020-04-06 22:00:00,,95.0,15
2020-04-06 23:00:00,,100.0,15
2020-04-07 00:00:00,,95.0,15
2020-04-07 01:00:00,,89.0,15
2020-04-07 02:00:00,,84.0,15
2020-04-07 03:00:00,,70.0,15
2020-04-07 04:00:00,,56.0,15
2020-04-07 05:00:00,,36.0,15
2020-04-07 06:00:00,,21.0,15
2020-04-07 07:00:00,,13.0,15
2020-04-07 08:00:00,,9.0,15
2020-04-07 09:00:00,546.76,8.0,15
2020-04-07 10:00:00,513.065,10.0,15
2020-04-07 11:00:00,528.52,18.0,15
2020-04-07 12:00:00,531.35,28.0,15
2020-04-07 13:00:00,525.01,37.0,15
2020-04-07 14:00:00,516.79,48.0,15
2020-04-07 15:00:00,524.58,52.0,15
2020-04-07 16:00:00,,56.0,15
2020-04-07 17:00:00,,58.0,15
2020-04-07 18:00:00,,62.0,15
2020-04-07 19:00:00,,67.0,15
2020-04-07 20:00:00,,72.0,15
2020-04-07 21:00:00,,81.0,15
2020-04-07 22:00:00,,92.0,15
2020-04-07 23:00:00,,96.0,15
2020-04-08 00:00:00,,94.0,15
2020-04-08 01:00:00,,78.0,15
2020-04-08 02:00:00,,72.0,15
2020-04-08 03:00:00,,64.0,15
2020-04-08 04:00:00,,51.0,15
2020-04-08 05:00:00,,32.0,15
2020-04-08 06:00:00,,18.0,15
2020-04-08 07:00:00,,12.0,15
2020-04-08 08:00:00,,7.0,15
2020-04-08 09:00:00,531.655,7.0,15
2020-04-08 10:00:00,537.0,10.0,15
2020-04-08 11:00:00,538.89,16.0,15
2020-04-08 12:00:00,540.26,25.0,15
2020-04-08 13:00:00,536.42,33.0,15
2020-04-08 14:00:00,542.26,42.0,15
2020-04-08 15:00:00,544.39,45.0,15
2020-04-08 16:00:00,,49.0,15
2020-04-08 17:00:00,,53.0,15
2020-04-08 18:00:00,,55.0,15
2020-04-08 19:00:00,,57.0,15
2020-04-08 20:00:00,,63.0,15
2020-04-08 21:00:00,,73.0,15
2020-04-08 22:00:00,,82.0,15
2020-04-08 23:00:00,,84.0,15
2020-04-09 00:00:00,,83.0,15
2020-04-09 01:00:00,,80.0,15
2020-04-09 02:00:00,,74.0,15
2020-04-09 03:00:00,,63.0,15
2020-04-09 04:00:00,,49.0,15
2020-04-09 05:00:00,,31.0,15
2020-04-09 06:00:00,,19.0,15
2020-04-09 07:00:00,,12.0,15
2020-04-09 08:00:00,,7.0,15
2020-04-09 09:00:00,553.99,7.0,15
2020-04-09 10:00:00,542.58,8.0,15
2020-04-09 11:00:00,530.615,14.0,15
2020-04-09 12:00:00,537.0,23.0,15
2020-04-09 13:00:00,540.57,31.0,15
2020-04-09 14:00:00,536.745,37.0,15
2020-04-09 15:00:00,532.24,43.0,15
2020-04-09 16:00:00,,47.0,15
2020-04-09 17:00:00,,50.0,15
2020-04-09 18:00:00,,53.0,15
2020-04-09 19:00:00,,55.0,15
2020-04-09 20:00:00,,58.0,15
2020-04-09 21:00:00,,68.0,15
2020-04-09 22:00:00,,79.0,15
2020-04-09 23:00:00,,85.0,15
2020-04-10 00:00:00,,82.0,15
2020-04-10 01:00:00,,79.0,15
2020-04-10 02:00:00,,74.0,15
2020-04-10 03:00:00,,66.0,15
2020-04-10 04:00:00,,52.0,15
2020-04-10 05:00:00,,35.0,15
2020-04-10 06:00:00,,21.0,15
2020-04-10 07:00:00,,12.0,15
2020-04-10 08:00:00,,8.0,15
2020-04-10 09:00:00,,7.0,15
2020-04-10 10:00:00,,7.0,15
2020-04-10 11:00:00,,12.0,15
2020-04-10 12:00:00,,20.0,15
2020-04-10 13:00:00,,29.0,15
2020-04-10 14:00:00,,37.0,15
2020-04-10 15:00:00,,45.0,15
2020-04-10 16:00:00,,48.0,15
2020-04-10 17:00:00,,52.0,15
2020-04-10 18:00:00,,53.0,15
2020-04-10 19:00:00,,54.0,15
2020-04-10 20:00:00,,61.0,15
2020-04-10 21:00:00,,68.0,15
2020-04-10 22:00:00,,80.0,15
2020-04-10 23:00:00,,88.0,15
2020-04-11 00:00:00,,78.0,15
2020-04-11 01:00:00,,81.0,15
2020-04-11 02:00:00,,78.0,15
2020-04-11 03:00:00,,68.0,15
2020-04-11 04:00:00,,56.0,15
2020-04-11 05:00:00,,36.0,15
2020-04-11 06:00:00,,24.0,15
2020-04-11 07:00:00,,14.0,15
2020-04-11 08:00:00,,9.0,15
2020-04-11 09:00:00,,8.0,15
2020-04-11 10:00:00,,9.0,15
2020-04-11 11:00:00,,14.0,15
2020-04-11 12:00:00,,22.0,15
2020-04-11 13:00:00,,31.0,15
2020-04-11 14:00:00,,38.0,15
2020-04-11 15:00:00,,46.0,15
2020-04-11 16:00:00,,51.0,15
2020-04-11 17:00:00,,53.0,15
2020-04-11 18:00:00,,56.0,15
2020-04-11 19:00:00,,56.0,15
2020-04-11 20:00:00,,63.0,15
2020-04-11 21:00:00,,68.0,15
2020-04-11 22:00:00,,78.0,15
2020-04-11 23:00:00,,84.0,15
2020-04-12 00:00:00,,83.0,15
2020-04-12 01:00:00,,77.0,15
2020-04-12 02:00:00,,75.0,15
2020-04-12 03:00:00,,66.0,15
2020-04-12 04:00:00,,56.0,15
2020-04-12 05:00:00,,41.0,15
2020-04-12 06:00:00,,25.0,15
2020-04-12 07:00:00,,16.0,15
2020-04-12 08:00:00,,10.0,15
2020-04-12 09:00:00,,7.0,15
2020-04-12 10:00:00,,8.0,15
2020-04-12 11:00:00,,11.0,15
2020-04-12 12:00:00,,18.0,15
2020-04-12 13:00:00,,26.0,15
2020-04-12 14:00:00,,33.0,15
2020-04-12 15:00:00,,40.0,15
2020-04-12 16:00:00,,45.0,15
2020-04-12 17:00:00,,50.0,15
2020-04-12 18:00:00,,53.0,15
2020-04-12 19:00:00,,58.0,15
2020-04-12 20:00:00,,61.0,15
2020-04-12 21:00:00,,69.0,15
2020-04-12 22:00:00,,85.0,15
2020-04-12 23:00:00,,92.0,15
2020-04-13 00:00:00,,89.0,16
2020-04-13 01:00:00,,82.0,16
2020-04-13 02:00:00,,83.0,16
2020-04-13 03:00:00,,75.0,16
2020-04-13 04:00:00,,58.0,16
2020-04-13 05:00:00,,38.0,16
2020-04-13 06:00:00,,22.0,16
2020-04-13 07:00:00,,14.0,16
2020-04-13 08:00:00,,9.0,16
2020-04-13 09:00:00,525.11,8.0,16
2020-04-13 10:00:00,520.605,9.0,16
2020-04-13 11:00:00,528.64,18.0,16
2020-04-13 12:00:00,527.51,27.0,16
2020-04-13 13:00:00,534.42,40.0,16
2020-04-13 14:00:00,536.91,49.0,16
2020-04-13 15:00:00,542.84,55.0,16
2020-04-13 16:00:00,,59.0,16
2020-04-13 17:00:00,,61.0,16
2020-04-13 18:00:00,,65.0,16
2020-04-13 19:00:00,,68.0,16
2020-04-13 20:00:00,,72.0,16
2020-04-13 21:00:00,,84.0,16
2020-04-13 22:00:00,,93.0,16
2020-04-13 23:00:00,,100.0,16
2020-04-14 00:00:00,,97.0,16
2020-04-14 01:00:00,,88.0,16
2020-04-14 02:00:00,,86.0,16
2020-04-14 03:00:00,,72.0,16
2020-04-14 04:00:00,,56.0,16
2020-04-14 05:00:00,,36.0,16
2020-04-14 06:00:00,,20.0,16
2020-04-14 07:00:00,,12.0,16
2020-04-14 08:00:00,,8.0,16
2020-04-14 09:00:00,562.095,8.0,16
2020-04-14 10:00:00,566.76,10.0,16
2020-04-14 11:00:00,565.275,18.0,16
2020-04-14 12:00:00,573.735,27.0,16
2020-04-14 13:00:00,572.51,38.0,16
2020-04-14 14:00:00,568.98,46.0,16
2020-04-14 15:00:00,560.48,51.0,16
2020-04-14 16:00:00,,55.0,16
2020-04-14 17:00:00,,59.0,16
2020-04-14 18:00:00,,62.0,16
2020-04-14 19:00:00,,68.0,16
2020-04-14 20:00:00,,70.0,16
2020-04-14 21:00:00,,81.0,16
2020-04-14 22:00:00,,95.0,16
2020-04-14 23:00:00,,99.0,16
2020-04-15 00:00:00,,96.0,16
2020-04-15 01:00:00,,84.0,16
2020-04-15 02:00:00,,79.0,16
2020-04-15 03:00:00,,69.0,16
2020-04-15 04:00:00,,53.0,16
2020-04-15 05:00:00,,32.0,16
2020-04-15 06:00:00,,18.0,16
2020-04-15 07:00:00,,11.0,16
2020-04-15 08:00:00,,8.0,16
2020-04-15 09:00:00,545.54,6.0,16
2020-04-15 10:00:00,559.34,9.0,16
2020-04-15 11:00:00,569.065,17.0,16
2020-04-15 12:00:00,571.92,28.0,16
2020-04-15 13:00:00,576.0,35.0,16
2020-04-15 14:00:00,588.375,44.0,16
2020-04-15 15:00:00,587.88,50.0,16
2020-04-15 16:00:00,,53.0,16
2020-04-15 17:00:00,,55.0,16
2020-04-15 18:00:00,,57.0,16
2020-04-15 19:00:00,,61.0,16
2020-04-15 20:00:00,,67.0,16
2020-04-15 21:00:00,,75.0,16
2020-04-15 22:00:00,,87.0,16
2020-04-15 23:00:00,,90.0,16
2020-04-16 00:00:00,,85.0,16
2020-04-16 01:00:00,,82.0,16
2020-04-16 02:00:00,,81.0,16
2020-04-16 03:00:00,,66.0,16
2020-04-16 04:00:00,,51.0,16
2020-04-16 05:00:00,,32.0,16
2020-04-16 06:00:00,,17.0,16
2020-04-16 07:00:00,,12.0,16
2020-04-16 08:00:00,,8.0,16
2020-04-16 09:00:00,598.0,7.0,16
2020-04-16 10:00:00,610.84,10.0,16
2020-04-16 11:00:00,629.4,17.0,16
2020-04-16 12:00:00,608.38,27.0,16
2020-04-16 13:00:00,602.67,36.0,16
2020-04-16 14:00:00,612.235,45.0,16
2020-04-16 15:00:00,612.55,51.0,16
2020-04-16 16:00:00,,56.0,16
2020-04-16 17:00:00,,63.0,16
2020-04-16 18:00:00,,88.0,16
2020-04-16 19:00:00,,67.0,16
2020-04-16 20:00:00,,68.0,16
2020-04-16 21:00:00,,75.0,16
2020-04-16 22:00:00,,84.0,16
2020-04-16 23:00:00,,89.0,16
2020-04-17 00:00:00,,87.0,16
2020-04-17 01:00:00,,80.0,16
2020-04-17 02:00:00,,79.0,16
2020-04-17 03:00:00,,67.0,16
2020-04-17 04:00:00,,52.0,16
2020-04-17 05:00:00,,34.0,16
2020-04-17 06:00:00,,18.0,16
2020-04-17 07:00:00,,12.0,16
2020-04-17 08:00:00,,7.0,16
2020-04-17 09:00:00,622.84,7.0,16
2020-04-17 10:00:00,597.52,10.0,16
2020-04-17 11:00:00,597.75,17.0,16
2020-04-17 12:00:00,594.66,28.0,16
2020-04-17 13:00:00,589.875,38.0,16
2020-04-17 14:00:00,585.96,43.0,16
2020-04-17 15:00:00,,51.0,16
2020-04-17 16:00:00,,54.0,16
2020-04-17 17:00:00,,56.0,16
2020-04-17 18:00:00,,57.0,16
2020-04-17 19:00:00,,63.0,16
2020-04-17 20:00:00,,65.0,16
2020-04-17 21:00:00,,73.0,16
2020-04-17 22:00:00,,83.0,16
2020-04-17 23:00:00,,90.0,16
2020-04-18 00:00:00,,86.0,16
2020-04-18 01:00:00,,82.0,16
2020-04-18 02:00:00,,76.0,16
2020-04-18 03:00:00,,69.0,16
2020-04-18 04:00:00,,56.0,16
2020-04-18 05:00:00,,37.0,16
2020-04-18 06:00:00,,23.0,16
2020-04-18 07:00:00,,13.0,16
2020-04-18 08:00:00,,9.0,16
2020-04-18 09:00:00,,7.0,16
2020-04-18 10:00:00,,9.0,16
2020-04-18 11:00:00,,15.0,16
2020-04-18 12:00:00,,25.0,16
2020-04-18 13:00:00,,34.0,16
2020-04-18 14:00:00,,42.0,16
2020-04-18 15:00:00,,48.0,16
2020-04-18 16:00:00,,51.0,16
2020-04-18 17:00:00,,54.0,16
2020-04-18 18:00:00,,57.0,16
2020-04-18 19:00:00,,58.0,16
2020-04-18 20:00:00,,61.0,16
2020-04-18 21:00:00,,68.0,16
2020-04-18 22:00:00,,79.0,16
2020-04-18 23:00:00,,85.0,16
2020-04-19 00:00:00,,82.0,16
2020-04-19 01:00:00,,80.0,16
2020-04-19 02:00:00,,77.0,16
2020-04-19 03:00:00,,67.0,16
2020-04-19 04:00:00,,56.0,16
2020-04-19 05:00:00,,37.0,16
2020-04-19 06:00:00,,24.0,16
2020-04-19 07:00:00,,14.0,16
2020-04-19 08:00:00,,9.0,16
2020-04-19 09:00:00,,7.0,16
2020-04-19 10:00:00,,7.0,16
2020-04-19 11:00:00,,12.0,16
2020-04-19 12:00:00,,20.0,16
2020-04-19 13:00:00,,30.0,16
2020-04-19 14:00:00,,38.0,16
2020-04-19 15:00:00,,44.0,16
2020-04-19 16:00:00,,49.0,16
2020-04-19 17:00:00,,53.0,16
2020-04-19 18:00:00,,56.0,16
2020-04-19 19:00:00,,58.0,16
2020-04-19 20:00:00,,62.0,16
2020-04-19 21:00:00,,75.0,16
2020-04-19 22:00:00,,86.0,16
2020-04-19 23:00:00,,91.0,16
2020-04-20 00:00:00,,89.0,17
2020-04-20 01:00:00,,83.0,17
2020-04-20 02:00:00,,76.0,17
2020-04-20 03:00:00,,67.0,17
2020-04-20 04:00:00,,53.0,17
2020-04-20 05:00:00,,34.0,17
2020-04-20 06:00:00,,20.0,17
2020-04-20 07:00:00,,11.0,17
2020-04-20 08:00:00,,8.0,17
2020-04-20 09:00:00,607.455,7.0,17
2020-04-20 10:00:00,610.06,10.0,17
2020-04-20 11:00:00,610.18,18.0,17
2020-04-20 12:00:00,608.82,28.0,17
2020-04-20 13:00:00,608.4,39.0,17
2020-04-20 14:00:00,610.52,49.0,17
2020-04-20 15:00:00,601.63,55.0,17
2020-04-20 16:00:00,,57.0,17
2020-04-20 17:00:00,,60.0,17
2020-04-20 18:00:00,,63.0,17
2020-04-20 19:00:00,,67.0,17
2020-04-20 20:00:00,,72.0,17
2020-04-20 21:00:00,,83.0,17
2020-04-20 22:00:00,,98.0,17
2020-04-20 23:00:00,,100.0,17
2020-04-21 00:00:00,,96.0,17
2020-04-21 01:00:00,,92.0,17
2020-04-21 02:00:00,,79.0,17
2020-04-21 03:00:00,,68.0,17
2020-04-21 04:00:00,,49.0,17
2020-04-21 05:00:00,,31.0,17
2020-04-21 06:00:00,,18.0,17
2020-04-21 07:00:00,,10.0,17
2020-04-21 08:00:00,,7.0,17
2020-04-21 09:00:00,583.29,7.0,17
2020-04-21 10:00:00,569.805,10.0,17
2020-04-21 11:00:00,570.925,18.0,17
2020-04-21 12:00:00,571.7,29.0,17
2020-04-21 13:00:00,572.395,40.0,17
2020-04-21 14:00:00,572.145,47.0,17
2020-04-21 15:00:00,572.63,53.0,17
2020-04-21 16:00:00,,55.0,17
2020-04-21 17:00:00,,58.0,17
2020-04-21 18:00:00,,62.0,17
2020-04-21 19:00:00,,65.0,17
2020-04-21 20:00:00,,70.0,17
2020-04-21 21:00:00,,80.0,17
2020-04-21 22:00:00,,93.0,17
2020-04-21 23:00:00,,96.0,17
2020-04-22 00:00:00,,95.0,17
2020-04-22 01:00:00,,85.0,17
2020-04-22 02:00:00,,79.0,17
2020-04-22 03:00:00,,69.0,17
2020-04-22 04:00:00,,51.0,17
2020-04-22 05:00:00,,32.0,17
2020-04-22 06:00:00,,17.0,17
2020-04-22 07:00:00,,10.0,17
2020-04-22 08:00:00,,7.0,17
2020-04-22 09:00:00,579.49,7.0,17
2020-04-22 10:00:00,599.18,10.0,17
2020-04-22 11:00:00,604.59,18.0,17
2020-04-22 12:00:00,599.51,30.0,17
2020-04-22 13:00:00,609.42,39.0,17
2020-04-22 14:00:00,609.61,47.0,17
2020-04-22 15:00:00,600.92,52.0,17
2020-04-22 16:00:00,,55.0,17
2020-04-22 17:00:00,,57.0,17
2020-04-22 18:00:00,,59.0,17
2020-04-22 19:00:00,,63.0,17
2020-04-22 20:00:00,,69.0,17
2020-04-22 21:00:00,,75.0,17
2020-04-22 22:00:00,,86.0,17
2020-04-22 23:00:00,,94.0,17
2020-04-23 00:00:00,,88.0,17
2020-04-23 01:00:00,,82.0,17
2020-04-23 02:00:00,,79.0,17
2020-04-23 03:00:00,,67.0,17
2020-04-23 04:00:00,,48.0,17
2020-04-23 05:00:00,,30.0,17
2020-04-23 06:00:00,,18.0,17
2020-04-23 07:00:00,,10.0,17
2020-04-23 08:00:00,,6.0,17
2020-04-23 09:00:00,606.78,7.0,17
2020-04-23 10:00:00,609.3,11.0,17
2020-04-23 11:00:00,602.22,18.0,17
2020-04-23 12:00:00,589.895,29.0,17
2020-04-23 13:00:00,587.825,40.0,17
2020-04-23 14:00:00,593.11,45.0,17
2020-04-23 15:00:00,587.24,51.0,17
2020-04-23 16:00:00,,53.0,17
2020-04-23 17:00:00,,59.0,17
2020-04-23 18:00:00,,61.0,17
2020-04-23 19:00:00,,62.0,17
2020-04-23 20:00:00,,64.0,17
2020-04-23 21:00:00,,75.0,17
2020-04-23 22:00:00,,85.0,17
2020-04-23 23:00:00,,91.0,17
2020-04-24 00:00:00,,86.0,17
2020-04-24 01:00:00,,80.0,17
2020-04-24 02:00:00,,76.0,17
2020-04-24 03:00:00,,66.0,17
2020-04-24 04:00:00,,51.0,17
2020-04-24 05:00:00,,32.0,17
2020-04-24 06:00:00,,18.0,17
2020-04-24 07:00:00,,10.0,17
2020-04-24 08:00:00,,8.0,17
2020-04-24 09:00:00,575.13,8.0,17
2020-04-24 10:00:00,573.63,11.0,17
2020-04-24 11:00:00,561.775,19.0,17
2020-04-24 12:00:00,560.84,30.0,17
2020-04-24 13:00:00,569.83,40.0,17
2020-04-24 14:00:00,569.71,48.0,17
2020-04-24 15:00:00,571.05,53.0,17
2020-04-24 16:00:00,,55.0,17
2020-04-24 17:00:00,,59.0,17
2020-04-24 18:00:00,,60.0,17
2020-04-24 19:00:00,,62.0,17
2020-04-24 20:00:00,,67.0,17
2020-04-24 21:00:00,,74.0,17
2020-04-24 22:00:00,,85.0,17
2020-04-24 23:00:00,,88.0,17
2020-04-25 00:00:00,,84.0,17
2020-04-25 01:00:00,,80.0,17
2020-04-25 02:00:00,,78.0,17
2020-04-25 03:00:00,,69.0,17
2020-04-25 04:00:00,,53.0,17
2020-04-25 05:00:00,,35.0,17
2020-04-25 06:00:00,,22.0,17
2020-04-25 07:00:00,,14.0,17
2020-04-25 08:00:00,,9.0,17
2020-04-25 09:00:00,,8.0,17
2020-04-25 10:00:00,,10.0,17
2020-04-25 11:00:00,,17.0,17
2020-04-25 12:00:00,,26.0,17
2020-04-25 13:00:00,,36.0,17
2020-04-25 14:00:00,,45.0,17
2020-04-25 15:00:00,,52.0,17
2020-04-25 16:00:00,,56.0,17
2020-04-25 17:00:00,,59.0,17
2020-04-25 18:00:00,,59.0,17
2020-04-25 19:00:00,,60.0,17
2020-04-25 20:00:00,,63.0,17
2020-04-25 21:00:00,,70.0,17
2020-04-25 22:00:00,,83.0,17
2020-04-25 23:00:00,,88.0,17
2020-04-26 00:00:00,,79.0,17
2020-04-26 01:00:00,,76.0,17
2020-04-26 02:00:00,,76.0,17
2020-04-26 03:00:00,,68.0,17
2020-04-26 04:00:00,,55.0,17
2020-04-26 05:00:00,,37.0,17
2020-04-26 06:00:00,,23.0,17
2020-04-26 07:00:00,,14.0,17
2020-04-26 08:00:00,,9.0,17
2020-04-26 09:00:00,,7.0,17
2020-04-26 10:00:00,,9.0,17
2020-04-26 11:00:00,,12.0,17
2020-04-26 12:00:00,,21.0,17
2020-04-26 13:00:00,,31.0,17
2020-04-26 14:00:00,,39.0,17
2020-04-26 15:00:00,,47.0,17
2020-04-26 16:00:00,,52.0,17
2020-04-26 17:00:00,,55.0,17
2020-04-26 18:00:00,,58.0,17
2020-04-26 19:00:00,,59.0,17
2020-04-26 20:00:00,,63.0,17
2020-04-26 21:00:00,,72.0,17
2020-04-26 22:00:00,,87.0,17
2020-04-26 23:00:00,,90.0,17
2020-04-27 00:00:00,,92.0,18
2020-04-27 01:00:00,,87.0,18
2020-04-27 02:00:00,,81.0,18
2020-04-27 03:00:00,,67.0,18
2020-04-27 04:00:00,,52.0,18
2020-04-27 05:00:00,,33.0,18
2020-04-27 06:00:00,,19.0,18
2020-04-27 07:00:00,,11.0,18
2020-04-27 08:00:00,,7.0,18
2020-04-27 09:00:00,580.035,7.0,18
2020-04-27 10:00:00,577.32,10.0,18
2020-04-27 11:00:00,583.0,17.0,18
2020-04-27 12:00:00,583.54,29.0,18
2020-04-27 13:00:00,580.78,41.0,18
2020-04-27 14:00:00,585.535,49.0,18
2020-04-27 15:00:00,589.61,57.0,18
2020-04-27 16:00:00,,59.0,18
2020-04-27 17:00:00,,62.0,18
2020-04-27 18:00:00,,64.0,18
2020-04-27 19:00:00,,68.0,18
2020-04-27 20:00:00,,73.0,18
2020-04-27 21:00:00,,82.0,18
2020-04-27 22:00:00,,96.0,18
2020-04-27 23:00:00,,100.0,18
2020-04-28 00:00:00,,91.0,18
2020-04-28 01:00:00,,89.0,18
2020-04-28 02:00:00,,82.0,18
2020-04-28 03:00:00,,70.0,18
2020-04-28 04:00:00,,53.0,18
2020-04-28 05:00:00,,34.0,18
2020-04-28 06:00:00,,19.0,18
2020-04-28 07:00:00,,11.0,18
2020-04-28 08:00:00,,8.0,18
2020-04-28 09:00:00,595.77,7.0,18
2020-04-28 10:00:00,592.69,10.0,18
2020-04-28 11:00:00,594.01,19.0,18
2020-04-28 12:00:00,597.155,31.0,18
2020-04-28 13:00:00,603.76,39.0,18
2020-04-28 14:00:00,593.785,48.0,18
2020-04-28 15:00:00,598.25,54.0,18
2020-04-28 16:00:00,,58.0,18
2020-04-28 17:00:00,,59.0,18
2020-04-28 18:00:00,,62.0,18
2020-04-28 19:00:00,,67.0,18
2020-04-28 20:00:00,,70.0,18
2020-04-28 21:00:00,,79.0,18
2020-04-28 22:00:00,,95.0,18
2020-04-28 23:00:00,,98.0,18
2020-04-29 00:00:00,,95.0,18
2020-04-29 01:00:00,,80.0,18
2020-04-29 02:00:00,,77.0,18
2020-04-29 03:00:00,,67.0,18
2020-04-29 04:00:00,,48.0,18
2020-04-29 05:00:00,,31.0,18
2020-04-29 06:00:00,,18.0,18
2020-04-29 07:00:00,,10.0,18
2020-04-29 08:00:00,,7.0,18
2020-04-29 09:00:00,609.94,6.0,18
2020-04-29 10:00:00,606.0,9.0,18
2020-04-29 11:00:00,601.91,17.0,18
2020-04-29 12:00:00,592.835,26.0,18
2020-04-29 13:00:00,593.495,36.0,18
2020-04-29 14:00:00,596.015,41.0,18
2020-04-29 15:00:00,603.37,48.0,18
2020-04-29 16:00:00,,50.0,18
2020-04-29 17:00:00,,52.0,18
2020-04-29 18:00:00,,55.0,18
2020-04-29 19:00:00,,58.0,18
2020-04-29 20:00:00,,63.0,18
2020-04-29 21:00:00,,71.0,18
2020-04-29 22:00:00,,82.0,18
2020-04-29 23:00:00,,89.0,18
2020-04-30 00:00:00,,86.0,18
2020-04-30 01:00:00,,83.0,18
2020-04-30 02:00:00,,80.0,18
2020-04-30 03:00:00,,71.0,18
2020-04-30 04:00:00,,52.0,18
2020-04-30 05:00:00,,31.0,18
2020-04-30 06:00:00,,18.0,18
2020-04-30 07:00:00,,11.0,18
2020-04-30 08:00:00,,8.0,18
2020-04-30 09:00:00,596.77,7.0,18
2020-04-30 10:00:00,594.47,10.0,18
2020-04-30 11:00:00,592.91,18.0,18
2020-04-30 12:00:00,590.77,27.0,18
2020-04-30 13:00:00,586.72,36.0,18
2020-04-30 14:00:00,586.98,42.0,18
2020-04-30 15:00:00,583.82,47.0,18
2020-04-30 16:00:00,,49.0,18
2020-04-30 17:00:00,,51.0,18
2020-04-30 18:00:00,,55.0,18
2020-04-30 19:00:00,,60.0,18
2020-04-30 20:00:00,,61.0,18
2020-04-30 21:00:00,,66.0,18
2020-04-30 22:00:00,,77.0,18
2020-04-30 23:00:00,,83.0,18
2020-05-01 00:00:00,,80.0,18
2020-05-01 01:00:00,,80.0,18
2020-05-01 02:00:00,,76.0,18
2020-05-01 03:00:00,,66.0,18
2020-05-01 04:00:00,,53.0,18
2020-05-01 05:00:00,,33.0,18
2020-05-01 06:00:00,,19.0,18
2020-05-01 07:00:00,,12.0,18
2020-05-01 08:00:00,,8.0,18
2020-05-01 09:00:00,593.46,6.0,18
2020-05-01 10:00:00,606.67,9.0,18
2020-05-01 11:00:00,605.01,13.0,18
2020-05-01 12:00:00,602.78,21.0,18
2020-05-01 13:00:00,599.72,30.0,18
2020-05-01 14:00:00,604.89,38.0,18
2020-05-01 15:00:00,605.88,41.0,18
2020-05-01 16:00:00,,45.0,18
2020-05-01 17:00:00,,50.0,18
2020-05-01 18:00:00,,53.0,18
2020-05-01 19:00:00,,54.0,18
2020-05-01 20:00:00,,60.0,18
2020-05-01 21:00:00,,68.0,18
2020-05-01 22:00:00,,83.0,18
2020-05-01 23:00:00,,89.0,18
2020-05-02 00:00:00,,88.0,18
2020-05-02 01:00:00,,85.0,18
2020-05-02 02:00:00,,80.0,18
2020-05-02 03:00:00,,69.0,18
2020-05-02 04:00:00,,56.0,18
2020-05-02 05:00:00,,36.0,18
2020-05-02 06:00:00,,22.0,18
2020-05-02 07:00:00,,13.0,18
2020-05-02 08:00:00,,8.0,18
2020-05-02 09:00:00,,7.0,18
2020-05-02 10:00:00,,9.0,18
2020-05-02 11:00:00,,16.0,18
2020-05-02 12:00:00,,25.0,18
2020-05-02 13:00:00,,36.0,18
2020-05-02 14:00:00,,45.0,18
2020-05-02 15:00:00,,51.0,18
2020-05-02 16:00:00,,55.0,18
2020-05-02 17:00:00,,57.0,18
2020-05-02 18:00:00,,58.0,18
2020-05-02 19:00:00,,62.0,18
2020-05-02 20:00:00,,65.0,18
2020-05-02 21:00:00,,72.0,18
2020-05-02 22:00:00,,86.0,18
2020-05-02 23:00:00,,91.0,18
2020-05-03 00:00:00,,87.0,18
2020-05-03 01:00:00,,82.0,18
2020-05-03 02:00:00,,78.0,18
2020-05-03 03:00:00,,72.0,18
2020-05-03 04:00:00,,55.0,18
2020-05-03 05:00:00,,38.0,18
2020-05-03 06:00:00,,24.0,18
2020-05-03 07:00:00,,14.0,18
2020-05-03 08:00:00,,9.0,18
2020-05-03 09:00:00,,7.0,18
2020-05-03 10:00:00,,8.0,18
2020-05-03 11:00:00,,13.0,18
2020-05-03 12:00:00,,22.0,18
2020-05-03 13:00:00,,31.0,18
2020-05-03 14:00:00,,39.0,18
2020-05-03 15:00:00,,45.0,18
2020-05-03 16:00:00,,50.0,18
2020-05-03 17:00:00,,54.0,18
2020-05-03 18:00:00,,57.0,18
2020-05-03 19:00:00,,61.0,18
2020-05-03 20:00:00,,66.0,18
2020-05-03 21:00:00,,77.0,18
2020-05-03 22:00:00,,90.0,18
2020-05-03 23:00:00,,94.0,18
2020-05-04 00:00:00,,89.0,19
